159,140
20,26
87,38
10,88
148,57
80,24
12,164
87,94
66,169
39,141
153,159
125,9
197,14
19,166
114,156
188,64
84,81
101,42
197,142
17,74
36,5
7,39
55,21
145,85
142,196
144,77
52,170
38,178
49,173
56,73
162,119
120,142
61,124
104,35
185,87
7,16
74,116
38,53
51,2
91,189
0,177
155,175
176,101
76,100
101,45
135,40
192,114
183,68
151,84
129,138
188,77
128,70
103,161
179,13
10,125
101,23
62,8
35,121
122,168
9,22
86,46
142,188
31,107
66,200
59,55
109,84
8,127
3,9
10,190
177,61
96,151
82,100
12,140
31,95
38,16
98,74
85,78
91,42
62,172
59,156
69,188
112,40
62,175
101,114
20,66
179,86
36,20
68,138
137,98
47,29
185,11
38,145
144,41
120,146
22,43
29,29
136,145
42,185
48,94
17,29
135,63
33,184
93,82
14,3
105,115
167,109
186,44
163,7
105,8
22,84
104,133
170,118
107,171
165,87
170,112
122,191
80,98
80,128
14,101
156,136
90,109
88,45
114,192
33,130
102,109
18,154
69,159
10,145
37,46
15,113
196,40
168,108
42,159
8,131
12,173
67,165
21,122
65,117
32,117
112,75
67,40
22,160
16,15
15,90
142,40
20,178
40,78
136,188
58,144
143,5
186,13
2,182
26,7
149,17
6,19
172,121
45,158
169,89
118,45
153,82
37,14
137,16
4,125
83,137
4,126
174,111
132,63
166,158
117,198
185,13
123,179
58,173
6,155
129,108
138,134
68,0
110,70
180,67
144,182
155,46
154,159
7,152
42,15
189,103
44,77
134,195
24,189
37,49
176,192
157,118
1,88
171,161
172,191
188,166
167,28
188,125
20,101
90,17
143,28
195,54
109,24
54,170
142,26
95,104
61,30
181,86
170,62
61,42
161,192
177,137
128,68
187,20
163,146
199,13
86,103
134,50
137,19
167,183
88,116
81,39
13,146
15,180
132,122
70,161
176,50
27,180
94,106
199,85
157,190
1,112
36,113
0,149
72,1
187,191
178,93
5,160
140,110
76,181
94,66
92,126
186,28
43,107
1,54
182,140
89,192
28,131
141,1
5,180
43,194
151,67
49,96
3,157
198,186
76,13
163,51
108,95
196,68
6,157
35,32
69,17
162,191
15,102
139,13
121,28
32,165
100,169
18,123
109,115
191,157
32,191
58,14
146,129
175,39
54,146
66,53
62,39
161,96
187,12
58,51
43,187
123,1
145,138
108,14
83,200
149,131
106,187
131,149
128,135
13,135
184,61
38,127
65,157
50,161
184,67
2,189
118,42
1,183
76,139
164,11
122,138
58,59
0,141
58,135
77,143
53,81
199,122
154,154
153,58
182,98
53,116
76,145
22,113
77,152
48,192
31,177
157,161
143,49
41,176
25,27
31,168
5,131
94,122
142,62
38,14
87,196
99,113
47,82
103,158
18,121
97,127
179,54
168,69
91,113
114,37
74,120
81,171
27,38
125,141
116,22
173,81
174,171
197,80
123,127
64,128
157,97
171,154
102,176
6,162
196,116
199,148
91,0
77,153
140,2
180,7
93,193
189,38
120,86
191,154
154,146
24,170
184,141
144,40
93,134
176,156
75,70
39,161
34,183
191,39
129,142
169,49
132,155
67,119
22,119
131,38
149,2
120,111
49,118
149,191
189,10
123,183
45,111
176,19
138,53
54,124
133,164
29,68
7,98
107,181
171,42
7,44
78,105
2,89
133,53
108,135
72,58
187,129
116,151
115,111
156,44
77,48
146,142
52,36
88,34
34,163
172,148
88,155
90,168
186,152
115,161
90,1
75,145
7,114
57,171
155,97
193,43
56,64
52,50
112,176
108,145
64,94
8,198
93,77
48,127
136,105
51,194
146,182
24,78
198,40
33,137
46,29
4,45
141,36
70,170
139,148
53,120
103,107
135,60
7,48
190,185
0,12
183,123
166,17
36,30
137,105
10,157
91,151
44,135
33,68
124,54
181,116
121,136
2,78
112,49
192,140
90,144
61,173
164,166
97,28
69,169
173,183
147,20
44,70
126,86
164,13
172,128
27,181
19,135
195,189
52,31
93,13
199,148
186,126
143,9
160,45
82,75
20,96
43,1
117,28
89,112
0,107
151,191
172,130
9,108
157,154
133,31
58,99
141,26
52,85
45,193
100,59
1,168
44,129
194,136
61,32
190,42
150,72
199,159
193,140
23,22
119,189
166,149
195,158
79,173
15,196
127,34
6,129
80,59
158,28
99,136
64,160
14,99
17,200
28,81
9,176
37,79
179,175
171,97
30,36
96,42
198,156
123,164
33,177
118,117
116,105
19,107
60,56
165,126
126,6
186,87
163,102
130,59
147,92
129,32
132,179
23,29
129,68
101,24
42,15
196,155
30,60
12,78
180,7
187,0
135,3
95,13
100,142
36,108
32,167
35,3
197,27
172,192
156,136
19,191
182,115
179,189
175,129
119,70
98,77
27,136
14,127
174,83
62,108
57,131
197,178
104,112
166,183
153,79
54,110
168,126
99,41
124,174
123,69
134,143
34,87
194,89
75,119
8,144
53,72
153,74
169,34
17,54
163,120
100,133
89,171
32,60
158,48
29,140
153,109
113,172
92,8
65,158
118,180
91,64
30,119
65,183
98,49
94,185
139,131
193,146
138,174
136,157
191,81
193,15
27,186
134,200
21,198
8,33
150,137
24,145
25,111
108,154
79,159
96,192
149,148
193,74
144,24
45,55
0,116
112,23
134,103
141,13
18,142
34,188
133,197
138,164
139,11
188,0
194,76
2,135
124,193
58,6
148,198
38,157
90,53
183,161
138,110
169,105
50,171
95,134
134,103
142,103
67,79
72,135
125,187
13,183
62,55
193,85
153,172
47,103
144,158
120,166
125,58
130,11
111,110
50,48
15,191
89,134
137,98
97,81
3,14
75,34
128,152
191,93
96,182
52,14
115,36
25,32
196,17
64,6
41,186
130,63
23,53
25,194
111,41
94,86
61,183
12,55
190,146
106,119
142,174
107,167
77,55
35,6
28,46
155,45
186,62
198,16
72,66
7,94
187,120
196,194
86,79
175,172
131,111
145,54
50,158
147,136
61,43
123,68
129,144
164,97
189,106
154,166
191,181
187,22
194,113
195,39
115,186
77,67
114,22
80,146
1,37
79,1
180,53
19,82
13,122
46,125
178,1
52,21
150,70
7,9
159,26
22,198
196,0
136,61
101,81
80,88
141,74
140,118
61,159
98,149
83,37
62,149
146,35
57,34
38,26
180,40
16,166
103,46
196,112
141,200
68,167
58,96
